,location,FIPS,2021-11-28,2021-11-27,2021-11-26,2021-11-25,2021-11-24,2021-11-23,2021-11-22,2021-11-21,2021-11-20,2021-11-19,2021-11-18,2021-11-17,2021-11-16,2021-11-15,2021-11-14,2021-11-13,2021-11-12,2021-11-11,2021-11-10,2021-11-09,2021-11-08,2021-11-07,2021-11-06,2021-11-05,2021-11-04,2021-11-03,2021-11-02,2021-11-01,2021-10-31,2021-10-30,2021-10-29,2021-10-28,2021-10-27,2021-10-26,2021-10-25,2021-10-24,2021-10-23,2021-10-22,2021-10-21,2021-10-20,2021-10-19,2021-10-18,2021-10-17,2021-10-16,2021-10-15,2021-10-14,2021-10-13,2021-10-12,2021-10-11,2021-10-10,2021-10-09,2021-10-08,2021-10-07,2021-10-06,2021-10-05,2021-10-04,2021-10-03,2021-10-02,2021-10-01,2021-09-30,2021-09-29,2021-09-28,2021-09-27,2021-09-26,2021-09-25,2021-09-24,2021-09-23,2021-09-22,2021-09-21,2021-09-20,2021-09-19,2021-09-18,2021-09-17,2021-09-16,2021-09-15,2021-09-14,2021-09-13,2021-09-12,2021-09-11,2021-09-10,2021-09-09,2021-09-08,2021-09-07,2021-09-06,2021-09-05,2021-09-04,2021-09-03,2021-09-02,2021-09-01,2021-08-31,2021-08-30,2021-08-29,2021-08-28,2021-08-27,2021-08-26,2021-08-25,2021-08-24,2021-08-23,2021-08-22,2021-08-21,2021-08-20,2021-08-19,2021-08-18,2021-08-17,2021-08-16,2021-08-15,2021-08-14,2021-08-13,2021-08-12,2021-08-11,2021-08-10,2021-08-09,2021-08-08,2021-08-07,2021-08-06,2021-08-05,2021-08-04,2021-08-03,2021-08-02,2021-08-01,2021-07-31,2021-07-30,2021-07-29,2021-07-28,2021-07-27,2021-07-26,2021-07-25
550,lawrence county,21127,313.377,313.377,313.377,372.13599999999997,391.722,346.02099999999996,228.50400000000002,195.861,195.861,195.861,221.976,202.389,235.033,215.447,235.033,235.033,235.033,202.389,221.976,195.861,221.976,189.332,189.332,189.332,189.332,248.09,287.263,306.849,313.377,313.377,313.377,346.02099999999996,313.377,306.849,352.54900000000004,365.60699999999997,365.60699999999997,365.60699999999997,326.435,398.25,411.30800000000005,424.365,463.537,463.537,463.537,502.709,457.009,496.181,522.295,554.939,554.939,554.939,620.226,620.226,620.226,594.111,770.3860000000001,770.3860000000001,770.3860000000001,848.73,894.431,881.3739999999999,874.845,705.0989999999999,705.0989999999999,705.0989999999999,607.169,659.398,620.226,587.582,600.64,600.64,600.64,581.054,561.4680000000001,587.582,985.8330000000001,848.73,848.73,848.73,959.7180000000001,1025.005,1077.234,705.0989999999999,946.6610000000001,946.6610000000001,946.6610000000001,933.6030000000001,803.029,822.615,744.2710000000001,652.869,652.869,652.869,496.181,489.652,411.30800000000005,457.009,411.30800000000005,411.30800000000005,411.30800000000005,567.996,522.295,535.3530000000001,535.3530000000001,535.3530000000001,535.3530000000001,535.3530000000001,365.60699999999997,391.722,306.849,228.50400000000002,163.217,163.217,163.217,124.045,143.631,143.631,176.275,137.10299999999998,137.10299999999998,137.10299999999998,163.217,104.459,97.93,117.516,150.16
551,leslie county,21131,303.736,303.736,303.736,303.736,303.736,273.362,232.864,121.494,121.494,121.494,192.36599999999999,192.36599999999999,263.238,303.736,253.113,253.113,253.113,222.74,313.86,293.611,232.864,253.113,253.113,253.113,283.487,232.864,232.864,283.487,303.736,303.736,303.736,313.86,303.736,303.736,344.23400000000004,323.985,323.985,323.985,253.113,273.362,253.113,253.113,323.985,323.985,323.985,404.981,475.853,526.476,577.0980000000001,688.4680000000001,688.4680000000001,688.4680000000001,678.3439999999999,587.2230000000001,647.97,647.97,718.842,718.842,718.842,830.212,971.955,1123.823,1194.695,1528.8039999999999,1528.8039999999999,1528.8039999999999,1640.174,1650.299,1518.68,1660.4229999999998,1376.9360000000001,1376.9360000000001,1376.9360000000001,1336.4379999999999,1356.6870000000001,1427.559,1883.1629999999998,1508.555,1508.555,1508.555,1478.182,1528.8039999999999,1670.5479999999998,1245.317,1954.035,1954.035,1954.035,1994.533,2004.6570000000002,1670.5479999999998,1599.6760000000002,1235.193,1235.193,1235.193,1113.698,951.706,1113.698,1042.827,901.0830000000001,901.0830000000001,901.0830000000001,931.457,931.457,789.7130000000001,688.4680000000001,637.846,637.846,637.846,506.227,496.102,506.227,455.60400000000004,435.355,435.355,435.355,404.981,364.483,384.73199999999997,303.736,172.11700000000002,172.11700000000002,172.11700000000002,202.49099999999999,202.49099999999999,121.494,121.494,151.868
552,letcher county,21133,176.31,176.31,176.31,213.42700000000002,259.825,236.62599999999998,236.62599999999998,222.707,222.707,222.707,236.62599999999998,190.229,255.185,255.185,255.185,255.185,255.185,236.62599999999998,283.02299999999997,231.986,241.266,278.384,278.384,278.384,287.663,264.464,259.825,292.303,366.538,366.538,366.538,371.17800000000005,417.575,436.134,422.215,352.619,352.619,352.619,334.06,296.942,273.744,273.744,222.707,222.707,222.707,264.464,306.222,301.582,320.14099999999996,371.17800000000005,371.17800000000005,371.17800000000005,505.73,482.531,519.649,579.966,941.8639999999999,941.8639999999999,941.8639999999999,951.1439999999999,1224.887,1303.763,1308.403,1173.851,1173.851,1173.851,1108.894,923.305,937.225,890.827,969.703,969.703,969.703,1030.019,946.5039999999999,937.225,1159.931,765.555,765.555,765.555,644.922,733.077,663.4810000000001,399.01599999999996,682.04,682.04,682.04,714.518,779.4739999999999,798.033,788.753,811.952,811.952,811.952,811.952,686.679,621.7230000000001,649.562,538.2080000000001,538.2080000000001,538.2080000000001,524.289,542.8480000000001,570.686,556.7669999999999,491.811,491.811,491.811,454.69300000000004,445.414,468.61199999999997,422.215,454.69300000000004,454.69300000000004,454.69300000000004,440.774,463.973,431.494,440.774,440.774,440.774,440.774,422.215,347.97900000000004,371.17800000000005,361.899,222.707
553,lewis county,21135,195.857,195.857,195.857,195.857,256.121,293.785,361.582,338.983,338.983,338.983,421.846,361.582,308.851,203.39,150.659,150.659,150.659,135.593,180.791,180.791,188.324,248.588,248.588,248.588,286.252,308.851,301.318,467.043,451.977,451.977,451.977,406.78,369.115,444.444,301.318,384.181,384.181,384.181,444.444,489.642,482.10900000000004,534.84,527.307,527.307,527.307,903.955,1062.147,1227.872,1205.2730000000001,1122.411,1122.411,1122.411,723.164,617.702,421.846,399.24699999999996,489.642,489.642,489.642,504.708,497.175,632.768,640.3009999999999,708.0980000000001,708.0980000000001,708.0980000000001,700.565,806.0260000000001,760.829,798.493,775.895,775.895,775.895,813.559,866.29,881.3560000000001,934.087,753.296,753.296,753.296,738.23,580.038,632.768,625.235,813.559,813.559,813.559,790.96,843.691,738.23,798.493,745.763,745.763,745.763,760.829,745.763,836.158,708.0980000000001,700.565,700.565,700.565,745.763,670.433,640.3009999999999,647.8340000000001,580.038,580.038,580.038,451.977,467.043,384.181,346.51599999999996,369.115,369.115,369.115,369.115,323.91700000000003,271.186,248.588,241.055,241.055,241.055,233.52200000000002,218.456,203.39,248.588,210.923
554,lincoln county,21137,134.425,134.425,134.425,158.866,171.08599999999998,195.52700000000002,162.939,158.866,158.866,158.866,134.425,122.205,77.396,105.911,61.102,61.102,61.102,81.47,97.764,89.617,65.176,73.32300000000001,73.32300000000001,73.32300000000001,81.47,93.69,122.205,162.939,207.748,207.748,207.748,244.40900000000002,321.805,362.54,391.055,382.908,382.908,382.908,362.54,399.202,431.789,391.055,456.23,456.23,456.23,505.11199999999997,439.936,399.202,452.157,594.729,594.729,594.729,623.243,611.023,704.7130000000001,655.831,769.8889999999999,769.8889999999999,769.8889999999999,745.448,883.946,940.975,1030.5919999999999,900.24,900.24,900.24,920.6080000000001,859.505,830.9910000000001,753.595,749.5210000000001,749.5210000000001,749.5210000000001,773.962,769.8889999999999,700.64,957.2689999999999,716.933,716.933,716.933,655.831,611.023,688.419,590.655,672.125,672.125,672.125,700.64,696.566,692.493,558.068,611.023,611.023,611.023,594.729,635.464,590.655,545.847,574.361,574.361,574.361,639.5369999999999,602.876,635.464,647.684,643.611,643.611,643.611,590.655,541.774,415.496,386.981,305.51099999999997,305.51099999999997,305.51099999999997,252.55599999999998,264.777,281.07099999999997,264.777,199.601,199.601,199.601,162.939,146.645,89.617,109.984,130.352
555,logan county,21141,143.901,143.901,143.901,151.28,173.419,169.729,154.97,118.072,118.072,118.072,154.97,132.832,114.383,151.28,129.142,129.142,129.142,92.244,95.934,95.934,70.10600000000001,77.485,77.485,77.485,88.554,121.762,136.52100000000002,143.901,169.729,169.729,169.729,206.627,177.109,169.729,177.109,184.488,184.488,184.488,147.591,169.729,169.729,214.00599999999997,210.317,210.317,210.317,217.696,258.284,276.732,228.765,354.217,354.217,354.217,439.082,420.63300000000004,424.32300000000004,450.151,435.392,435.392,435.392,398.495,439.082,490.73900000000003,523.947,678.9169999999999,678.9169999999999,678.9169999999999,778.54,800.679,830.197,870.784,907.682,907.682,907.682,844.956,822.817,767.471,1099.55,730.573,730.573,730.573,719.5039999999999,844.956,926.1310000000001,597.742,885.543,885.543,885.543,900.303,870.784,881.8539999999999,841.2660000000001,760.092,760.092,760.092,767.471,793.299,734.263,667.847,741.643,741.643,741.643,808.058,763.7810000000001,715.814,771.1610000000001,767.471,767.471,767.471,741.643,649.399,697.3660000000001,671.5369999999999,475.98,475.98,475.98,368.976,354.217,284.112,258.284,287.802,287.802,287.802,243.524,195.558,180.798,217.696,129.142
556,mccracken county,21145,129.934,129.934,129.934,152.863,174.264,175.793,166.62099999999998,158.97799999999998,158.97799999999998,158.97799999999998,163.564,142.16299999999998,149.806,154.392,131.46200000000002,131.46200000000002,131.46200000000002,154.392,178.85,166.62099999999998,160.506,155.92,155.92,155.92,142.16299999999998,155.92,154.392,146.749,157.44899999999998,157.44899999999998,157.44899999999998,146.749,171.207,177.321,236.938,232.352,232.352,232.352,241.524,244.581,247.638,204.83700000000002,232.352,232.352,232.352,246.11,243.05200000000002,226.237,230.82299999999998,241.524,241.524,241.524,259.867,244.581,246.11,227.766,226.237,226.237,226.237,236.938,253.753,308.784,324.07,353.11400000000003,353.11400000000003,353.11400000000003,340.885,362.286,380.629,411.202,458.589,458.589,458.589,473.876,475.404,420.374,530.435,385.215,385.215,385.215,360.75699999999995,359.228,400.501,310.312,483.04699999999997,483.04699999999997,483.04699999999997,510.56300000000005,521.263,568.651,562.536,669.54,669.54,669.54,668.012,681.77,672.5980000000001,635.911,492.219,492.219,492.219,475.404,418.845,372.986,379.101,353.11400000000003,353.11400000000003,353.11400000000003,346.999,353.11400000000003,340.885,321.013,299.612,299.612,299.612,256.81,218.59400000000002,191.079,194.136,131.46200000000002,131.46200000000002,131.46200000000002,128.405,117.705,91.71799999999999,77.96,84.075
557,madison county,21151,230.14,230.14,230.14,274.232,332.305,339.832,309.721,308.645,308.645,308.645,328.00300000000004,269.93,241.96900000000002,223.687,196.80200000000002,196.80200000000002,196.80200000000002,165.615,183.89700000000002,166.69,153.785,169.916,169.916,169.916,160.237,165.615,163.464,166.69,141.955,141.955,141.955,146.257,152.71,161.313,157.011,182.821,182.821,182.821,197.877,208.63099999999997,220.46099999999998,258.101,318.324,318.324,318.324,349.51099999999997,363.49199999999996,402.207,387.151,388.226,388.226,388.226,404.358,436.62,446.29900000000004,495.76800000000003,532.332,532.332,532.332,545.238,614.064,699.0219999999999,686.117,725.908,725.908,725.908,782.905,831.299,909.805,965.7260000000001,1045.307,1045.307,1045.307,1014.12,945.293,797.961,927.0110000000001,659.232,659.232,659.232,666.76,716.2289999999999,693.645,530.182,714.078,714.078,714.078,676.439,611.913,649.553,611.913,567.821,567.821,567.821,536.634,560.293,515.126,497.91900000000004,448.45,448.45,448.45,472.10900000000004,412.961,383.925,378.548,373.17,373.17,373.17,320.475,275.307,297.89099999999996,262.402,219.386,219.386,219.386,224.763,217.235,168.84099999999998,192.5,189.274,189.274,189.274,172.067,168.84099999999998,152.71,136.578,111.844
558,marion county,21155,300.939,300.939,300.939,358.014,383.957,358.014,368.39099999999996,321.694,321.694,321.694,316.505,290.562,228.299,223.11,150.47,150.47,150.47,114.149,160.847,160.847,155.658,202.356,202.356,202.356,223.11,228.299,228.299,217.921,223.11,223.11,223.11,300.939,290.562,269.808,274.996,269.808,269.808,269.808,181.601,166.035,197.167,264.619,274.996,274.996,274.996,269.808,300.939,321.694,269.808,300.939,300.939,300.939,352.825,378.76800000000003,425.466,466.975,539.615,539.615,539.615,565.558,570.747,539.615,612.255,607.067,607.067,607.067,664.1419999999999,721.216,814.6110000000001,830.177,944.326,944.326,944.326,944.326,1120.739,1094.796,1312.717,1011.778,1011.778,1011.778,1183.002,1022.155,1053.287,830.177,1074.0410000000002,1074.0410000000002,1074.0410000000002,975.4580000000001,970.2689999999999,970.2689999999999,939.138,923.572,923.572,923.572,840.554,814.6110000000001,700.462,643.387,653.764,653.764,653.764,674.5189999999999,591.501,575.935,581.124,472.163,472.163,472.163,373.58,342.44800000000004,389.145,363.202,269.808,269.808,269.808,238.676,238.676,166.035,134.904,145.281,145.281,145.281,145.281,134.904,186.79,186.79,145.281
559,marshall county,21157,99.678,99.678,99.678,112.54,157.556,186.495,180.06400000000002,176.84900000000002,176.84900000000002,176.84900000000002,173.63299999999998,128.61700000000002,115.756,118.971,90.03200000000001,90.03200000000001,90.03200000000001,86.81700000000001,90.03200000000001,64.309,51.446999999999996,57.878,57.878,57.878,64.309,83.601,80.38600000000001,80.38600000000001,83.601,83.601,83.601,73.955,99.678,102.89399999999999,122.186,122.186,122.186,122.186,154.341,151.125,183.28,192.926,244.373,244.373,244.373,228.296,231.511,254.019,266.881,247.588,247.588,247.588,282.95799999999997,270.096,270.096,247.588,254.019,254.019,254.019,321.543,382.63699999999994,379.421,395.49800000000005,421.222,421.222,421.222,414.791,414.791,508.039,491.961,610.932,610.932,610.932,572.347,594.855,504.82300000000004,845.659,636.656,636.656,636.656,694.534,700.965,729.904,411.57599999999996,778.135,778.135,778.135,749.196,871.383,852.09,938.9069999999999,1016.077,1016.077,1016.077,1012.862,938.9069999999999,1025.723,1022.508,778.135,778.135,778.135,842.444,781.35,807.074,729.904,675.2410000000001,675.2410000000001,675.2410000000001,588.424,575.563,491.961,466.23800000000006,456.592,456.592,456.592,401.92900000000003,366.559,276.527,302.251,244.373,244.373,244.373,254.019,215.43400000000003,250.804,221.865,157.556
560,meade county,21163,66.499,66.499,66.499,66.499,76.998,66.499,76.998,87.49799999999999,87.49799999999999,87.49799999999999,111.99799999999999,101.49799999999999,97.99799999999999,122.49799999999999,104.99799999999999,104.99799999999999,104.99799999999999,94.49799999999999,101.49799999999999,132.997,87.49799999999999,90.99799999999999,90.99799999999999,90.99799999999999,101.49799999999999,111.99799999999999,94.49799999999999,94.49799999999999,80.498,80.498,80.498,76.998,62.998999999999995,34.999,34.999,59.498999999999995,59.498999999999995,59.498999999999995,59.498999999999995,62.998999999999995,66.499,132.997,283.494,283.494,283.494,283.494,325.493,594.988,528.489,454.991,454.991,454.991,556.489,542.489,318.494,370.99300000000005,374.49300000000005,374.49300000000005,374.49300000000005,332.49300000000005,377.99199999999996,374.49300000000005,349.99300000000005,360.49300000000005,360.49300000000005,360.49300000000005,346.49300000000005,367.49300000000005,451.491,496.99,482.99,482.99,482.99,517.99,535.489,475.99,563.489,451.491,451.491,451.491,458.491,461.991,451.491,332.49300000000005,510.99,510.99,510.99,479.49,433.991,444.491,514.49,475.99,475.99,475.99,468.991,507.49,482.99,465.491,468.991,468.991,468.991,458.491,384.99199999999996,384.99199999999996,321.994,269.495,269.495,269.495,237.995,223.99599999999998,227.495,227.495,157.497,157.497,157.497,143.497,143.497,108.49799999999999,104.99799999999999,115.49799999999999,115.49799999999999,115.49799999999999,129.497,125.99700000000001,139.997,125.99700000000001,111.99799999999999
561,mercer county,21167,141.34,141.34,141.34,150.458,205.17,227.967,291.798,246.204,246.204,246.204,287.238,232.52599999999998,250.764,182.37400000000002,164.136,164.136,164.136,145.899,150.458,123.102,155.018,136.78,136.78,136.78,132.221,164.136,173.255,173.255,237.08599999999998,237.08599999999998,237.08599999999998,278.12,296.357,328.272,419.459,387.54400000000004,387.54400000000004,387.54400000000004,410.341,396.663,419.459,428.57800000000003,515.205,515.205,515.205,492.409,574.477,665.664,633.748,597.274,597.274,597.274,606.3919999999999,620.07,547.121,592.714,620.07,620.07,620.07,642.867,615.511,702.138,574.477,615.511,615.511,615.511,624.63,610.952,528.883,583.596,825.2410000000001,825.2410000000001,825.2410000000001,857.1560000000001,948.3430000000001,1107.92,1262.937,843.4780000000001,843.4780000000001,843.4780000000001,998.495,948.3430000000001,807.003,816.122,1117.038,1117.038,1117.038,1012.173,1007.6139999999999,980.258,1007.6139999999999,807.003,807.003,807.003,747.732,775.0880000000001,802.444,615.511,734.054,734.054,734.054,706.698,665.664,610.952,560.799,496.968,496.968,496.968,460.49300000000005,419.459,396.663,419.459,364.74699999999996,364.74699999999996,364.74699999999996,305.476,250.764,232.52599999999998,173.255,136.78,136.78,136.78,141.34,127.662,150.458,173.255,123.102
562,montgomery county,21173,184.679,184.679,184.679,195.333,213.09099999999998,245.055,294.776,291.224,291.224,291.224,369.358,351.6,284.121,209.53900000000002,149.164,149.164,149.164,95.891,145.612,174.024,273.467,266.36400000000003,266.36400000000003,266.36400000000003,312.533,269.915,248.606,138.509,138.509,138.509,138.509,92.339,99.44200000000001,120.751,113.648,110.09700000000001,110.09700000000001,110.09700000000001,102.994,117.2,142.061,280.57,387.115,387.115,387.115,394.218,380.01199999999994,348.048,255.709,188.23,188.23,188.23,291.224,312.533,383.564,365.806,408.42400000000004,408.42400000000004,408.42400000000004,337.394,358.70300000000003,301.879,316.085,351.6,351.6,351.6,408.42400000000004,518.521,522.073,507.86699999999996,543.382,543.382,543.382,514.97,475.903,490.10900000000004,756.4730000000001,575.345,575.345,575.345,586.0,532.727,539.83,301.879,479.454,479.454,479.454,451.042,447.491,507.86699999999996,557.5880000000001,571.794,571.794,571.794,589.5509999999999,593.1030000000001,582.448,610.861,696.097,696.097,696.097,738.715,742.2669999999999,749.37,657.03,593.1030000000001,593.1030000000001,593.1030000000001,607.309,586.0,575.345,568.242,426.18199999999996,426.18199999999996,426.18199999999996,316.085,277.018,209.53900000000002,188.23,142.061,142.061,142.061,117.2,102.994,78.133,78.133,60.376000000000005
563,muhlenberg county,21177,117.56299999999999,117.56299999999999,117.56299999999999,117.56299999999999,163.281,166.547,169.813,150.219,150.219,150.219,179.609,133.891,140.422,137.156,114.29700000000001,114.29700000000001,114.29700000000001,97.969,124.094,111.031,130.625,163.281,163.281,163.281,202.46900000000002,202.46900000000002,202.46900000000002,215.53099999999998,228.59400000000002,228.59400000000002,228.59400000000002,251.453,280.844,306.969,306.969,395.14099999999996,395.14099999999996,395.14099999999996,359.219,372.281,408.20300000000003,460.45300000000003,408.20300000000003,408.20300000000003,408.20300000000003,424.531,450.656,450.656,450.656,502.906,502.906,502.906,535.563,558.422,594.344,613.938,613.938,613.938,613.938,662.922,630.266,578.016,519.235,545.36,545.36,545.36,548.625,610.672,636.797,666.188,760.8910000000001,760.8910000000001,760.8910000000001,744.563,689.047,724.9689999999999,973.1569999999999,689.047,689.047,689.047,734.7660000000001,764.1560000000001,770.688,548.625,907.8439999999999,907.8439999999999,907.8439999999999,878.453,904.578,943.7660000000001,1015.61,960.0939999999999,960.0939999999999,960.0939999999999,898.047,822.938,708.6410000000001,581.281,450.656,450.656,450.656,466.985,476.781,561.688,571.485,509.43800000000005,509.43800000000005,509.43800000000005,548.625,502.906,434.32800000000003,411.469,414.735,414.735,414.735,359.219,444.125,421.26599999999996,427.79699999999997,483.31300000000005,483.31300000000005,483.31300000000005,414.735,359.219,339.625,362.48400000000004,274.313
