,location,FIPS,2021-11-28,2021-11-27,2021-11-26,2021-11-25,2021-11-24,2021-11-23,2021-11-22,2021-11-21,2021-11-20,2021-11-19,2021-11-18,2021-11-17,2021-11-16,2021-11-15,2021-11-14,2021-11-13,2021-11-12,2021-11-11,2021-11-10,2021-11-09,2021-11-08,2021-11-07,2021-11-06,2021-11-05,2021-11-04,2021-11-03,2021-11-02,2021-11-01,2021-10-31,2021-10-30,2021-10-29,2021-10-28,2021-10-27,2021-10-26,2021-10-25,2021-10-24,2021-10-23,2021-10-22,2021-10-21,2021-10-20,2021-10-19,2021-10-18,2021-10-17,2021-10-16,2021-10-15,2021-10-14,2021-10-13,2021-10-12,2021-10-11,2021-10-10,2021-10-09,2021-10-08,2021-10-07,2021-10-06,2021-10-05,2021-10-04,2021-10-03,2021-10-02,2021-10-01,2021-09-30,2021-09-29,2021-09-28,2021-09-27,2021-09-26,2021-09-25,2021-09-24,2021-09-23,2021-09-22,2021-09-21,2021-09-20,2021-09-19,2021-09-18,2021-09-17,2021-09-16,2021-09-15,2021-09-14,2021-09-13,2021-09-12,2021-09-11,2021-09-10,2021-09-09,2021-09-08,2021-09-07,2021-09-06,2021-09-05,2021-09-04,2021-09-03,2021-09-02,2021-09-01,2021-08-31,2021-08-30,2021-08-29,2021-08-28,2021-08-27,2021-08-26,2021-08-25,2021-08-24,2021-08-23,2021-08-22,2021-08-21,2021-08-20,2021-08-19,2021-08-18,2021-08-17,2021-08-16,2021-08-15,2021-08-14,2021-08-13,2021-08-12,2021-08-11,2021-08-10,2021-08-09,2021-08-08,2021-08-07,2021-08-06,2021-08-05,2021-08-04,2021-08-03,2021-08-02,2021-08-01,2021-07-31,2021-07-30,2021-07-29,2021-07-28,2021-07-27,2021-07-26,2021-07-25
1190,beaufort county,45013,40.599000000000004,40.599000000000004,40.599000000000004,47.886,53.611999999999995,58.29600000000001,59.858000000000004,46.325,46.325,46.325,43.722,37.997,31.750999999999998,28.628,45.284,45.284,45.284,47.36600000000001,65.063,66.624,70.268,66.104,66.104,66.104,85.883,72.87,72.87,73.911,76.514,76.514,76.514,54.653,51.00899999999999,53.091,52.05,71.309,71.309,71.309,81.719,96.81299999999999,99.936,111.38799999999999,120.757,120.757,120.757,127.523,130.64600000000002,142.618,137.933,152.507,152.507,152.507,154.589,170.204,184.778,191.024,209.763,209.763,209.763,219.132,228.50099999999998,208.201,220.173,271.702,271.702,271.702,306.57599999999996,309.17900000000003,344.57300000000004,371.11800000000005,506.97,506.97,506.97,473.657,515.818,494.477,487.711,462.727,462.727,462.727,520.503,508.01099999999997,584.524,620.439,643.862,643.862,643.862,623.562,637.095,614.193,608.988,633.972,633.972,633.972,694.35,671.9689999999999,704.24,683.94,643.341,643.341,643.341,650.628,640.2180000000001,614.714,616.275,620.439,620.439,620.439,569.43,561.102,547.048,523.626,416.923,416.923,416.923,359.667,362.27,333.642,315.945,254.005,254.005,254.005,246.718,217.57,179.053,162.39700000000002,90.04700000000001
1191,berkeley county,45015,40.367,40.367,40.367,44.755,54.847,61.428999999999995,59.673,62.745,62.745,62.745,76.786,66.694,54.847,57.48,57.48,57.48,57.48,46.51,53.092,59.235,54.847,55.724,55.724,55.724,55.724,54.847,56.602,59.673,63.184,63.184,63.184,62.745,66.255,72.398,71.959,78.102,78.102,78.102,82.051,88.633,91.704,101.796,139.092,139.092,139.092,144.796,154.01,159.275,160.153,181.653,181.653,181.653,190.86700000000002,207.98,222.02,238.255,272.041,272.041,272.041,275.551,312.408,311.969,311.092,339.173,339.173,339.173,378.663,376.469,404.11199999999997,465.541,675.7139999999999,675.7139999999999,675.7139999999999,667.816,664.745,670.01,651.582,636.224,636.224,636.224,672.643,740.2139999999999,808.2239999999999,843.326,806.0310000000001,806.0310000000001,806.0310000000001,853.418,846.837,817.877,786.2860000000001,748.551,748.551,748.551,707.745,655.092,619.5509999999999,584.01,526.092,526.092,526.092,504.153,511.173,491.86699999999996,490.11199999999997,431.316,431.316,431.316,419.469,397.531,394.459,404.99,445.796,445.796,445.796,405.86699999999996,372.52,352.337,318.551,186.041,186.041,186.041,169.36700000000002,155.765,140.847,129.0,90.82700000000001
1192,charleston county,45019,69.518,69.518,69.518,72.435,84.831,78.268,81.185,78.75399999999999,78.75399999999999,78.75399999999999,93.338,80.942,74.865,71.94800000000001,77.296,77.296,77.296,62.711999999999996,74.865,78.51100000000001,79.727,75.594,75.594,75.594,81.914,82.88600000000001,87.505,86.53299999999999,101.36,101.36,101.36,96.255,99.17200000000001,100.631,103.061,101.117,101.117,101.117,106.221,108.40899999999999,107.68,116.18700000000001,128.097,128.097,128.097,126.396,140.00799999999998,147.3,149.244,193.24,193.24,193.24,206.365,209.03900000000002,222.65099999999998,225.325,239.423,239.423,239.423,246.472,265.91700000000003,265.67400000000004,278.557,297.27299999999997,297.27299999999997,297.27299999999997,320.122,333.977,345.88699999999994,394.015,489.784,489.784,489.784,500.236,487.839,496.10400000000004,452.594,503.639,503.639,503.639,515.7919999999999,561.732,599.165,645.8340000000001,644.376,644.376,644.376,705.3860000000001,700.525,688.6139999999999,688.3710000000001,682.294,682.294,682.294,644.133,632.465,616.909,573.886,530.133,530.133,530.133,506.79900000000004,537.425,527.946,519.438,501.45099999999996,501.45099999999996,501.45099999999996,464.505,412.731,401.30699999999996,417.835,385.50699999999995,385.50699999999995,385.50699999999995,381.375,350.019,325.955,298.002,184.24599999999998,184.24599999999998,184.24599999999998,158.967,145.355,140.98,121.291,91.39399999999999
1193,cherokee county,45021,85.515,85.515,85.515,80.279,90.75,97.73100000000001,99.476,92.49600000000001,92.49600000000001,92.49600000000001,115.18299999999999,104.712,90.75,87.26,92.49600000000001,92.49600000000001,92.49600000000001,76.789,97.73100000000001,104.712,123.90899999999999,155.32299999999998,155.32299999999998,155.32299999999998,146.597,146.597,158.813,151.832,160.558,160.558,160.558,164.049,158.813,162.304,155.32299999999998,184.99099999999999,184.99099999999999,184.99099999999999,186.736,204.188,218.15,219.895,219.895,219.895,219.895,253.054,289.703,284.468,279.232,356.02099999999996,356.02099999999996,356.02099999999996,345.55,322.862,708.551,757.4169999999999,769.6339999999999,769.6339999999999,769.6339999999999,821.99,811.518,441.536,413.61300000000006,532.286,532.286,532.286,556.719,713.7869999999999,778.36,877.836,933.682,933.682,933.682,895.288,806.283,752.182,769.6339999999999,907.5039999999999,907.5039999999999,907.5039999999999,996.51,973.822,1109.948,1010.471,869.11,869.11,869.11,842.932,815.0089999999999,671.9019999999999,659.686,516.5790000000001,516.5790000000001,516.5790000000001,445.026,420.593,411.86699999999996,445.026,406.63199999999995,406.63199999999995,406.63199999999995,427.574,432.81,411.86699999999996,371.728,303.665,303.665,303.665,251.30900000000003,246.07299999999998,249.56400000000002,242.583,240.838,240.838,240.838,216.405,211.169,197.208,178.01,127.4,127.4,127.4,132.635,122.164,127.4,136.126,89.005
1194,chester county,45023,89.939,89.939,89.939,102.345,108.54700000000001,142.662,133.358,96.14200000000001,96.14200000000001,96.14200000000001,105.446,99.243,62.027,68.23,83.73700000000001,83.73700000000001,83.73700000000001,74.432,96.14200000000001,111.649,105.446,120.95299999999999,120.95299999999999,120.95299999999999,142.662,145.764,127.155,136.459,130.257,130.257,130.257,148.865,142.662,179.878,179.878,223.297,223.297,223.297,226.399,251.21,263.615,282.223,316.33799999999997,316.33799999999997,316.33799999999997,328.74300000000005,313.237,294.628,300.83099999999996,341.149,341.149,341.149,325.642,344.25,372.162,359.75699999999995,393.87199999999996,393.87199999999996,393.87199999999996,427.98699999999997,443.49300000000005,517.9259999999999,524.129,586.156,586.156,586.156,604.764,654.385,629.5740000000001,682.297,756.73,756.73,756.73,871.48,883.885,852.872,865.2769999999999,852.872,852.872,852.872,797.048,800.1489999999999,834.2639999999999,831.1619999999999,899.3919999999999,899.3919999999999,899.3919999999999,883.885,849.77,815.6560000000001,762.933,607.865,607.865,607.865,561.345,548.939,533.433,521.0269999999999,462.101,462.101,462.101,400.074,381.466,369.061,369.061,328.74300000000005,328.74300000000005,328.74300000000005,316.33799999999997,291.527,310.135,307.034,266.716,266.716,266.716,276.02,297.73,294.628,288.426,285.324,285.324,285.324,282.223,229.5,164.372,155.06799999999998,102.345
1195,chesterfield county,45025,109.529,109.529,109.529,102.95700000000001,107.338,122.67299999999999,124.863,96.38600000000001,96.38600000000001,96.38600000000001,120.48200000000001,116.101,105.148,105.148,116.101,116.101,116.101,131.435,194.96200000000002,181.81799999999998,190.581,212.486,212.486,212.486,188.39,155.531,175.24599999999998,170.865,153.341,153.341,153.341,148.959,142.388,135.816,131.435,162.10299999999998,162.10299999999998,162.10299999999998,170.865,201.533,212.486,254.107,289.157,289.157,289.157,315.444,308.872,319.825,278.204,389.923,389.923,389.923,435.926,429.35400000000004,444.68800000000005,457.83099999999996,424.973,424.973,424.973,398.686,420.591,398.686,424.973,464.403,464.403,464.403,435.926,429.35400000000004,429.35400000000004,435.926,387.733,387.733,387.733,479.73699999999997,481.92800000000005,516.977,532.311,613.363,613.363,613.363,650.602,703.176,725.082,698.795,668.127,668.127,668.127,534.502,457.83099999999996,400.876,403.06699999999995,328.587,328.587,328.587,328.587,317.634,383.352,370.208,359.255,359.255,359.255,363.63599999999997,385.542,308.872,324.20599999999996,306.681,306.681,306.681,313.253,348.30199999999996,352.68300000000005,319.825,236.583,236.583,236.583,214.67700000000002,162.10299999999998,159.912,146.769,151.15,151.15,151.15,122.67299999999999,144.578,148.959,148.959,107.338
1196,darlington county,45031,69.05,69.05,69.05,79.558,105.07700000000001,112.58200000000001,115.584,105.07700000000001,105.07700000000001,105.07700000000001,96.07,70.55199999999999,81.059,85.56200000000001,73.554,73.554,73.554,87.064,112.58200000000001,100.573,103.57600000000001,121.589,121.589,121.589,109.58,106.57799999999999,108.079,106.57799999999999,111.081,111.081,111.081,130.595,127.59299999999999,139.602,153.112,153.112,153.112,153.112,139.602,153.112,157.615,157.615,207.15099999999998,207.15099999999998,207.15099999999998,223.66299999999998,226.665,231.169,217.65900000000002,225.16400000000002,225.16400000000002,225.16400000000002,223.66299999999998,234.171,276.202,306.224,292.714,292.714,292.714,342.25,384.281,357.26099999999997,342.25,606.443,606.443,606.443,567.414,562.911,678.495,699.5110000000001,553.904,553.904,553.904,633.462,600.438,535.891,520.88,630.46,630.46,630.46,588.43,673.992,642.469,676.9939999999999,687.502,687.502,687.502,675.493,618.451,583.9259999999999,585.427,504.36800000000005,504.36800000000005,504.36800000000005,486.355,442.82300000000004,462.338,418.806,330.241,330.241,330.241,330.241,339.24800000000005,309.226,303.221,228.167,228.167,228.167,213.15599999999998,193.641,223.66299999999998,220.66099999999997,240.175,240.175,240.175,231.169,217.65900000000002,187.637,187.637,123.09,123.09,123.09,117.085,132.096,120.088,105.07700000000001,81.059
1197,dorchester county,45035,62.65,62.65,62.65,62.65,76.163,79.234,77.391,66.95,66.95,66.95,100.117,86.605,78.62,76.777,77.391,77.391,77.391,50.98,64.493,70.635,71.249,90.904,90.904,90.904,105.645,107.488,117.93,119.15799999999999,121.001,121.001,121.001,111.787,124.072,119.15799999999999,117.93,142.498,142.498,142.498,156.625,165.22400000000002,167.68099999999998,181.808,237.702,237.702,237.702,241.387,270.87,278.85400000000004,283.154,296.052,296.052,296.052,332.905,314.47900000000004,347.647,373.444,453.292,453.292,453.292,447.764,469.26199999999994,464.962,491.98800000000006,532.526,532.526,532.526,603.775,703.278,736.446,856.2180000000001,1098.219,1098.219,1098.219,1073.651,1015.3,1089.006,1012.8430000000001,1153.499,1153.499,1153.499,1283.099,1402.257,1497.46,1592.05,1504.217,1504.217,1504.217,1598.192,1501.146,1401.642,1323.023,1202.636,1202.636,1202.636,1062.595,1062.595,1015.914,913.34,845.7760000000001,845.7760000000001,845.7760000000001,783.74,795.4110000000001,786.812,806.466,722.319,722.319,722.319,651.684,599.475,571.221,611.76,541.739,541.739,541.739,573.064,526.384,495.673,434.251,300.966,300.966,300.966,240.773,224.803,202.077,178.737,158.468
1198,florence county,45041,83.88,83.88,83.88,91.111,104.85,109.18799999999999,114.973,99.788,99.788,99.788,103.404,89.665,80.264,74.48,67.972,67.972,67.972,51.34,61.464,65.079,66.525,67.972,67.972,67.972,81.711,78.818,88.94200000000001,89.665,101.95700000000001,101.95700000000001,101.95700000000001,86.04899999999999,91.834,86.772,91.111,105.573,105.573,105.573,120.758,143.174,154.744,151.851,181.49900000000002,181.49900000000002,181.49900000000002,176.437,180.77599999999998,174.99099999999999,192.345,236.454,236.454,236.454,271.163,292.856,306.595,318.165,370.228,370.228,370.228,369.505,366.61300000000006,371.675,388.306,495.325,495.325,495.325,560.404,567.635,605.237,638.499,685.5010000000001,685.5010000000001,685.5010000000001,618.253,626.93,610.298,604.514,665.2539999999999,665.2539999999999,665.2539999999999,754.196,819.275,867.0,892.308,981.25,981.25,981.25,981.9730000000001,921.956,899.539,903.155,872.785,872.785,872.785,895.924,898.0930000000001,893.0310000000001,829.398,590.052,590.052,590.052,518.464,504.725,456.278,449.77,393.36800000000005,393.36800000000005,393.36800000000005,344.92,313.82599999999996,321.781,310.211,261.04,261.04,261.04,253.80900000000003,245.855,239.347,230.67,156.91299999999998,156.91299999999998,156.91299999999998,141.005,127.98899999999999,102.681,86.04899999999999,67.249
1199,georgetown county,45043,67.007,67.007,67.007,68.602,82.961,81.366,81.366,59.03,59.03,59.03,78.175,63.816,65.41199999999999,68.602,79.77,79.77,79.77,76.579,90.93799999999999,90.93799999999999,89.34299999999999,106.89200000000001,106.89200000000001,106.89200000000001,102.10600000000001,113.274,121.251,122.846,116.465,116.465,116.465,95.72399999999999,81.366,79.77,78.175,74.984,74.984,74.984,82.961,111.678,108.488,105.29700000000001,121.251,121.251,121.251,124.44200000000001,116.465,118.06,122.846,153.159,153.159,153.159,229.738,256.86,272.814,288.768,344.608,344.608,344.608,315.89,317.486,335.035,344.608,402.042,402.042,402.042,461.07199999999995,481.81199999999995,465.858,464.26300000000003,555.201,555.201,555.201,531.27,492.98,502.55300000000005,488.194,456.286,456.286,456.286,456.286,513.72,548.819,606.254,607.849,607.849,607.849,580.727,574.346,563.178,548.819,480.217,480.217,480.217,475.431,419.592,400.44699999999995,374.92,366.94300000000004,366.94300000000004,366.94300000000004,343.01199999999994,354.18,336.63,327.058,261.64599999999996,261.64599999999996,261.64599999999996,268.028,266.433,285.578,307.913,320.676,320.676,320.676,307.913,293.555,271.219,240.90599999999998,154.754,154.754,154.754,130.82299999999998,108.488,100.51100000000001,92.53399999999999,90.93799999999999
1200,greenville county,45045,94.93,94.93,94.93,100.852,119.57,118.806,117.087,112.31200000000001,112.31200000000001,112.31200000000001,134.08700000000002,115.368,118.99700000000001,121.098,118.042,118.042,118.042,96.26700000000001,115.559,114.986,112.12100000000001,127.01899999999999,127.01899999999999,127.01899999999999,133.705,136.57,138.862,144.783,155.28799999999998,155.28799999999998,155.28799999999998,151.659,149.94,157.77100000000002,160.637,174.771,174.771,174.771,186.422,197.88299999999998,197.692,203.804,246.017,246.017,246.017,253.84799999999998,281.54400000000004,287.465,289.566,315.73400000000004,315.73400000000004,315.73400000000004,331.20599999999996,322.61,331.588,343.621,380.29400000000004,380.29400000000004,380.29400000000004,399.968,415.63,437.787,440.843,509.606,509.606,509.606,546.852,579.323,570.5369999999999,595.75,705.579,705.579,705.579,664.8939999999999,621.154,629.367,657.445,628.794,628.794,628.794,658.9730000000001,700.612,728.4989999999999,707.8710000000001,667.377,667.377,667.377,674.062,649.996,620.7719999999999,612.749,556.4019999999999,556.4019999999999,556.4019999999999,527.369,504.06699999999995,492.606,472.35900000000004,399.395,399.395,399.395,380.103,376.092,365.205,356.991,338.846,338.846,338.846,326.43,318.599,307.712,299.307,241.43200000000002,241.43200000000002,241.43200000000002,216.02900000000002,202.085,195.59099999999998,180.31,143.255,143.255,143.255,133.32299999999998,124.91799999999999,115.559,103.90799999999999,80.032
1201,greenwood county,45047,121.45,121.45,121.45,139.809,183.58700000000002,179.351,182.175,194.885,194.885,194.885,217.48,173.702,138.39700000000002,128.511,129.923,129.923,129.923,97.44200000000001,146.87,159.58,165.229,175.114,175.114,175.114,192.06099999999998,162.404,148.282,146.87,190.648,190.648,190.648,203.358,200.53400000000002,233.015,242.9,245.725,245.725,245.725,293.74,355.87699999999995,327.633,319.159,398.24300000000005,398.24300000000005,398.24300000000005,427.9,464.61699999999996,478.73900000000003,506.983,571.945,571.945,571.945,581.831,564.884,581.831,583.243,593.128,593.128,593.128,570.533,559.235,571.945,600.189,584.655,584.655,584.655,601.601,556.411,535.2280000000001,566.2959999999999,635.494,635.494,635.494,583.243,646.7919999999999,663.7389999999999,648.2040000000001,600.189,600.189,600.189,634.082,635.494,656.678,690.571,646.7919999999999,646.7919999999999,646.7919999999999,625.609,593.128,560.6469999999999,468.85400000000004,415.19,415.19,415.19,392.594,386.94599999999997,351.64,343.167,306.45,306.45,306.45,293.74,249.96099999999998,288.091,281.03,249.96099999999998,249.96099999999998,249.96099999999998,254.19799999999998,281.03,240.076,242.9,187.824,187.824,187.824,158.168,136.984,146.87,136.984,101.679,101.679,101.679,81.908,59.313,45.191,43.778999999999996,32.481
1202,horry county,45051,76.25399999999999,76.25399999999999,76.25399999999999,84.444,98.565,105.061,106.473,108.73200000000001,108.73200000000001,108.73200000000001,129.914,115.79299999999999,108.167,111.839,105.061,105.061,105.061,86.986,99.977,100.542,98.84700000000001,94.89399999999999,94.89399999999999,94.89399999999999,105.626,105.90799999999999,110.14399999999999,116.35799999999999,119.182,119.182,119.182,98.84700000000001,105.626,100.542,96.87,114.663,114.663,114.663,124.265,130.196,140.64600000000002,144.035,182.44400000000002,182.44400000000002,182.44400000000002,190.917,205.885,205.60299999999998,214.923,223.678,223.678,223.678,242.882,251.637,284.39799999999997,292.306,346.24800000000005,346.24800000000005,346.24800000000005,363.476,389.459,393.978,400.756,466.56,466.56,466.56,506.664,519.938,536.036,581.788,678.658,678.658,678.658,642.7909999999999,621.327,612.854,595.909,600.428,600.428,600.428,653.24,715.938,765.079,798.687,801.512,801.512,801.512,802.076,756.8889999999999,721.8689999999999,701.534,614.266,614.266,614.266,599.015,569.9259999999999,579.528,544.226,539.425,539.425,539.425,544.508,547.8969999999999,522.479,540.837,512.03,512.03,512.03,508.07599999999996,513.724,520.502,511.74699999999996,494.80199999999996,494.80199999999996,494.80199999999996,443.401,440.01199999999994,420.24300000000005,395.39,301.626,301.626,301.626,281.856,238.364,207.862,187.81,145.72899999999998
1203,kershaw county,45055,84.146,84.146,84.146,85.649,105.182,97.669,105.182,88.654,88.654,88.654,96.167,76.633,79.638,72.125,82.64299999999999,82.64299999999999,82.64299999999999,79.638,100.675,97.669,105.182,103.68,103.68,103.68,108.18799999999999,103.68,114.198,111.193,126.219,126.219,126.219,114.198,123.214,115.70100000000001,124.71600000000001,139.74200000000002,139.74200000000002,139.74200000000002,156.27100000000002,166.78900000000002,172.8,187.826,220.88299999999998,220.88299999999998,220.88299999999998,237.412,237.412,250.935,249.433,335.08099999999996,335.08099999999996,335.08099999999996,359.12300000000005,378.657,417.725,420.73,422.233,422.233,422.233,423.735,435.756,405.704,428.24300000000005,438.76099999999997,438.76099999999997,438.76099999999997,470.316,489.85,501.871,513.8919999999999,707.7280000000001,707.7280000000001,707.7280000000001,764.827,752.806,736.2769999999999,722.7539999999999,589.0219999999999,589.0219999999999,589.0219999999999,528.918,537.933,592.0269999999999,598.038,670.163,670.163,670.163,698.712,710.7330000000001,671.665,673.168,650.629,650.629,650.629,614.566,605.5509999999999,679.178,677.676,647.624,647.624,647.624,676.173,688.194,650.629,649.126,676.173,676.173,676.173,623.582,580.006,555.965,554.462,434.25300000000004,434.25300000000004,434.25300000000004,414.72,398.191,375.652,345.6,296.014,296.014,296.014,280.988,282.49,261.454,240.417,177.308
1204,lancaster county,45057,125.495,125.495,125.495,118.353,139.779,138.759,141.819,126.515,126.515,126.515,153.042,131.61700000000002,119.37299999999999,110.191,105.089,105.089,105.089,109.17,133.657,134.67700000000002,132.637,146.921,146.921,146.921,122.434,127.535,132.637,135.69799999999998,138.759,138.759,138.759,141.819,138.759,149.982,152.02200000000002,169.36700000000002,169.36700000000002,169.36700000000002,182.63099999999997,185.692,183.65099999999998,197.935,248.949,248.949,248.949,265.274,271.395,278.53700000000003,283.639,289.76,289.76,289.76,294.862,286.7,309.14599999999996,327.51099999999997,395.87,395.87,395.87,392.809,409.134,391.789,381.586,383.626,383.626,383.626,461.168,464.22900000000004,471.371,500.959,583.602,583.602,583.602,528.507,551.9730000000001,582.582,561.156,587.683,587.683,587.683,617.271,651.961,681.549,687.671,705.0160000000001,705.0160000000001,705.0160000000001,719.3,662.164,604.008,602.987,481.574,481.574,481.574,426.478,442.80300000000005,449.945,433.62,374.444,374.444,374.444,346.89599999999996,314.247,293.842,288.74,271.395,271.395,271.395,264.253,267.314,258.132,255.071,194.87400000000002,194.87400000000002,194.87400000000002,184.671,185.692,189.773,174.468,160.184,160.184,160.184,153.042,129.576,116.31200000000001,119.37299999999999,94.88600000000001
1205,laurens county,45059,62.229,62.229,62.229,50.376000000000005,59.265,62.229,68.155,69.637,69.637,69.637,102.23299999999999,93.34299999999999,96.306,90.38,115.568,115.568,115.568,91.861,140.755,151.127,161.498,173.351,173.351,173.351,182.24099999999999,162.98,194.09400000000002,198.53900000000002,228.172,228.172,228.172,228.172,219.282,179.278,174.833,154.09,154.09,154.09,266.694,277.066,327.441,331.88599999999997,380.78,380.78,380.78,349.666,408.931,348.184,355.592,514.127,514.127,514.127,542.278,577.8380000000001,620.805,631.177,568.948,568.948,568.948,539.315,515.609,545.242,548.205,650.438,650.438,650.438,629.695,629.695,605.989,662.291,883.055,883.055,883.055,921.577,905.279,908.242,911.206,740.818,740.818,740.818,763.0419999999999,785.2669999999999,835.6419999999999,820.826,731.928,731.928,731.928,709.703,674.1439999999999,631.177,594.136,487.458,487.458,487.458,403.005,363.001,315.58799999999997,290.4,293.36400000000003,293.36400000000003,293.36400000000003,315.58799999999997,296.327,293.36400000000003,291.882,191.13099999999997,191.13099999999997,191.13099999999997,160.017,167.425,158.535,152.608,106.678,106.678,106.678,85.935,72.6,81.49,94.825,77.045,77.045,77.045,81.49,85.935,75.563,51.857,54.821000000000005
1206,lexington county,45063,88.70299999999999,88.70299999999999,88.70299999999999,88.70299999999999,101.088,98.075,97.406,78.661,78.661,78.661,91.715,79.331,82.008,76.987,81.00399999999999,81.00399999999999,81.00399999999999,69.289,82.008,90.711,89.70700000000001,94.39299999999999,94.39299999999999,94.39299999999999,104.77,109.791,107.78200000000001,114.14200000000001,106.77799999999999,106.77799999999999,106.77799999999999,91.046,86.025,86.695,85.021,113.80799999999999,113.80799999999999,113.80799999999999,123.84899999999999,138.243,139.247,146.946,175.063,175.063,175.063,189.791,206.192,214.226,216.56900000000002,244.017,244.017,244.017,258.745,254.72799999999998,269.45599999999996,285.52299999999997,319.33099999999996,319.33099999999996,319.33099999999996,337.741,364.519,366.527,372.88699999999994,422.42699999999996,422.42699999999996,422.42699999999996,451.548,471.967,509.45599999999996,554.31,752.1339999999999,752.1339999999999,752.1339999999999,766.192,761.172,760.502,762.845,759.498,759.498,759.498,810.0419999999999,867.95,896.7360000000001,902.092,881.674,881.674,881.674,904.435,877.6569999999999,863.933,866.2760000000001,811.715,811.715,811.715,762.176,742.762,733.054,708.6189999999999,672.1339999999999,672.1339999999999,672.1339999999999,644.686,637.992,626.946,609.205,580.753,580.753,580.753,562.3430000000001,558.661,538.577,541.59,452.218,452.218,452.218,417.406,397.99199999999996,385.941,363.515,298.91200000000003,298.91200000000003,298.91200000000003,285.52299999999997,246.025,224.937,196.15099999999998,142.259
1207,newberry county,45071,101.45700000000001,101.45700000000001,101.45700000000001,109.26100000000001,135.276,137.877,140.47899999999998,91.051,91.051,91.051,93.652,67.638,78.044,75.442,88.45,88.45,88.45,80.645,101.45700000000001,114.464,114.464,135.276,135.276,135.276,158.689,163.892,143.08,161.29,161.29,161.29,161.29,145.68200000000002,158.689,161.29,153.486,179.50099999999998,179.50099999999998,179.50099999999998,182.102,174.298,179.50099999999998,179.50099999999998,189.90599999999998,189.90599999999998,189.90599999999998,215.921,231.53,239.334,244.537,304.37,304.37,304.37,293.965,314.776,356.4,366.805,398.023,398.023,398.023,416.233,447.45099999999996,400.624,395.421,463.059,463.059,463.059,486.472,489.074,535.9,580.125,676.3789999999999,676.3789999999999,676.3789999999999,684.183,720.6039999999999,738.814,764.828,715.4010000000001,715.4010000000001,715.4010000000001,775.2339999999999,757.0239999999999,816.857,788.2410000000001,832.466,832.466,832.466,801.2489999999999,827.263,767.43,801.2489999999999,767.43,767.43,767.43,744.0169999999999,681.582,660.77,611.342,494.277,494.277,494.277,494.277,499.48,483.871,442.24800000000005,400.624,400.624,400.624,359.001,377.211,351.19699999999995,366.805,374.61,374.61,374.61,351.19699999999995,306.972,306.972,317.378,228.928,228.928,228.928,205.515,148.283,135.276,101.45700000000001,26.015
1208,oconee county,45073,108.11399999999999,108.11399999999999,108.11399999999999,123.199,153.37,162.17,158.399,172.227,172.227,172.227,191.084,160.91299999999998,149.599,140.799,133.256,133.256,133.256,111.885,138.285,137.028,138.285,142.056,142.056,142.056,140.799,129.485,139.542,150.856,149.599,149.599,149.599,163.42700000000002,181.02700000000002,174.74200000000002,169.713,207.42700000000002,207.42700000000002,207.42700000000002,209.94099999999997,238.856,272.798,282.855,289.14099999999996,289.14099999999996,289.14099999999996,318.055,309.255,315.541,311.769,392.226,392.226,392.226,414.85400000000004,471.425,451.311,466.397,514.168,514.168,514.168,519.196,529.254,560.682,585.825,643.653,643.653,643.653,686.395,676.3380000000001,705.252,720.3380000000001,837.2510000000001,837.2510000000001,837.2510000000001,833.48,835.9939999999999,784.452,773.138,710.2810000000001,710.2810000000001,710.2810000000001,732.909,731.6519999999999,823.423,856.1080000000001,960.451,960.451,960.451,1013.25,1023.307,980.565,969.25,818.3939999999999,818.3939999999999,818.3939999999999,719.081,698.967,700.2239999999999,666.2810000000001,538.053,538.053,538.053,549.368,491.539,429.94,403.54,384.68300000000005,384.68300000000005,384.68300000000005,304.226,296.684,289.14099999999996,275.312,202.399,202.399,202.399,187.313,213.713,201.141,197.37,168.456,168.456,168.456,148.342,100.571,94.285,93.02799999999999,79.199
1209,orangeburg county,45075,37.134,37.134,37.134,51.059,58.021,60.342,58.021,47.578,47.578,47.578,76.58800000000001,69.626,67.305,67.305,82.39,82.39,82.39,63.824,76.58800000000001,89.353,92.834,93.995,93.995,93.995,98.63600000000001,97.476,97.476,102.118,118.36399999999999,118.36399999999999,118.36399999999999,107.92,110.241,104.439,100.95700000000001,107.92,107.92,107.92,109.08,124.166,127.647,129.968,177.546,177.546,177.546,208.877,207.717,218.16099999999997,219.321,233.24599999999998,233.24599999999998,233.24599999999998,234.407,258.776,256.455,270.38,308.67400000000004,308.67400000000004,308.67400000000004,299.39099999999996,306.353,338.845,343.48699999999997,374.819,374.819,374.819,418.915,514.07,497.824,522.193,684.653,684.653,684.653,656.803,569.771,640.557,681.172,756.6,756.6,756.6,796.055,852.916,813.461,858.7180000000001,829.707,829.707,829.707,813.461,858.7180000000001,818.1030000000001,729.91,758.921,758.921,758.921,738.033,611.5459999999999,605.744,573.252,297.07,297.07,297.07,279.663,266.899,276.182,277.343,250.653,250.653,250.653,255.294,252.97400000000002,237.888,236.72799999999998,252.97400000000002,252.97400000000002,252.97400000000002,236.72799999999998,242.53,249.49200000000002,249.49200000000002,156.658,156.658,156.658,140.412,127.647,111.40100000000001,96.316,75.428
